crew_id,flight_id,name,role,experience_years,license_no,contact,salary
1707,1167,Alicia Rodriguez,Co-Pilot,8,LIC56968,(207)111-2532x4731,165425
1708,2240,Erin Noble,Co-Pilot,28,LIC61695,001-165-412-2613,112702
1709,193,Jamie Gonzalez,Co-Pilot,12,LIC14548,493-337-2596x0509,196450
1710,327,Mark Dominguez,Co-Pilot,16,LIC49442,529-241-2450,105542
1711,25,Nancy Barnes,Co-Pilot,1,LIC14168,+1-904-631-5024x691,56649
1712,102,Mr. Samuel Jenkins DDS,Pilot,3,LIC99143,+1-668-780-4752x7099,151354
1713,663,Brenda Duncan,Flight Attendant,12,LIC27509,742.035.7857,106159
1714,217,Kenneth Smith,Co-Pilot,4,LIC21427,278.294.7295x807,176967
1715,742,Brian Walker,Flight Attendant,10,LIC14178,(168)329-8745,181944
1716,267,Kenneth Williams,Co-Pilot,2,LIC24028,(948)905-6425x1927,87805
1717,162,Tiffany Wallace,Pilot,29,LIC27747,001-628-193-0130x35968,146439
1718,2335,Brenda Jones,Co-Pilot,9,LIC03032,+1-282-025-0338x1207,63606
1719,678,Tommy Dunn,Co-Pilot,3,LIC88531,985.312.2077,147897
1720,886,Stacy Ellis,Co-Pilot,20,LIC52641,394-314-8769,98320
1721,2295,Kyle Smith,Pilot,20,LIC30573,+1-809-884-2036x2254,95376
1722,2222,Vickie Webb,Co-Pilot,1,LIC74635,+1-047-066-8115x0838,117514
1723,1033,Jenna Anderson,Pilot,5,LIC81668,6085873197,162423
1724,909,Colin Williams,Flight Attendant,5,LIC12526,+1-761-922-4696x440,95741
1725,1472,Victoria Mueller,Flight Attendant,2,LIC18206,401-666-9785x37089,157185
1726,1018,Amber Torres,Flight Attendant,15,LIC44663,(208)346-7962x4506,177640
1727,1595,Alex Sanchez,Pilot,1,LIC44226,056-021-0613,118665
1728,1345,Michael Copeland,Co-Pilot,21,LIC41160,(650)215-3150x39425,102438
1729,1149,Mark Riley,Flight Attendant,5,LIC44489,(407)899-3038,68270
1730,41,Heather Hughes,Flight Attendant,7,LIC32510,+1-591-312-4846x2009,92330
1731,2385,Thomas Lawrence,Co-Pilot,11,LIC87447,508.049.6789,143546
1732,2374,Steven Mitchell,Flight Attendant,26,LIC32808,7363066718,84930
1733,1087,Richard Craig,Flight Attendant,10,LIC31118,704.910.0377x5065,177032
1734,1016,Jason Cochran Jr.,Co-Pilot,2,LIC21315,001-125-018-1975x17003,180195
1735,85,Ryan Andrews,Pilot,29,LIC15250,001-654-125-5877x36568,159323
1736,207,Benjamin Barnett,Pilot,28,LIC35379,001-733-786-2742x472,33336
1737,161,Joseph Johnson,Flight Attendant,14,LIC53923,001-981-173-1966x0698,196961
1738,450,Paula Paul,Flight Attendant,24,LIC78605,878.193.0530,86037
1739,2164,Kristy Thomas,Pilot,21,LIC22017,001-187-455-6879x1136,70310
1740,362,Christian Hamilton,Flight Attendant,5,LIC91882,001-860-942-4828x5278,56684
1741,1275,Steven Dorsey,Pilot,16,LIC85658,+1-295-075-5266,176450
1742,2231,Jason Anderson,Flight Attendant,25,LIC52640,(541)614-0309x71241,163427
1743,1031,Mitchell Brown,Flight Attendant,2,LIC32059,001-733-458-1423x10023,93286
1744,1861,Brian Davis,Pilot,10,LIC39061,058-340-5652x675,184830
1745,1411,Lisa Vang,Co-Pilot,27,LIC70429,+1-085-491-4798x770,131703
1746,931,Jim Contreras,Flight Attendant,18,LIC29596,820-678-5913x4674,36737
1747,1394,Kayla Lam,Flight Attendant,5,LIC73511,+1-580-579-9661x9324,144313
1748,1572,David King,Co-Pilot,17,LIC87807,0230181575,129324
1749,763,Darrell Brown,Flight Attendant,11,LIC13242,230-710-1912x56645,30240
1750,2127,James Villarreal,Co-Pilot,5,LIC73018,6116954761,163124
1751,1822,Shawn Schmidt,Co-Pilot,21,LIC40422,(608)050-2174,35334
1752,1807,Cynthia Dawson,Pilot,24,LIC34699,(821)180-7556x51140,129906
1753,1245,Meghan Hernandez,Co-Pilot,6,LIC33823,008-883-0795x01478,181945
1754,1732,Katherine Fisher,Pilot,27,LIC99345,272.348.5083,88758
1755,1623,Richard Gomez,Pilot,22,LIC30858,(433)173-8359x550,145056
1756,1594,Meghan Jackson,Pilot,16,LIC68872,001-303-252-6214x8601,113996
1757,2019,Brian Hernandez,Flight Attendant,5,LIC25964,(134)760-1673,109664
1758,1436,Brooke Walsh,Flight Attendant,21,LIC94033,124-306-7027,121558
1759,1121,Timothy Randall,Co-Pilot,24,LIC05992,+1-039-830-7509,135413
1760,1682,Carly Thomas,Pilot,16,LIC53359,347.706.2857x9953,87352
1761,1925,Cody Nelson,Flight Attendant,17,LIC12617,827-608-5823x8388,61943
1762,2441,Dawn Davis,Flight Attendant,9,LIC64282,+1-213-545-0742x610,132733
1763,468,Daniel Cohen,Co-Pilot,22,LIC07750,9135349445,171541
1764,2066,Charles Miller,Flight Attendant,25,LIC92964,(299)953-6206x8245,153272
1765,1208,Luke Cole,Flight Attendant,2,LIC93745,001-146-191-6613x5895,113771
1766,1167,Heather Acevedo,Flight Attendant,19,LIC59948,(796)861-1426x45664,84579
1767,1487,Wesley Silva,Flight Attendant,17,LIC21341,956.368.6720,177320
1768,1358,Brent Villanueva,Flight Attendant,5,LIC99049,7933820803,62074
1769,62,Misty Castillo,Flight Attendant,2,LIC27741,7683193529,71738
1770,163,John Wallace,Co-Pilot,11,LIC06625,001-348-212-7444x0196,197271
1771,552,Anna Davis,Pilot,1,LIC51225,0618350594,154578
1772,2227,David Powell,Flight Attendant,9,LIC38861,(736)684-6454x87902,144467
1773,1084,Alyssa Martinez,Pilot,27,LIC13323,(533)608-0799x506,57830
1774,1252,Fernando Woods,Co-Pilot,25,LIC58200,001-283-799-5239x69567,34482
1775,239,Christopher Cabrera,Co-Pilot,6,LIC96003,(948)750-8166,167324
1776,2132,Colleen Burton,Pilot,11,LIC96521,001-072-619-3530x137,118402
1777,2041,Ashley Wolf,Pilot,27,LIC77077,147.883.5881x55781,164343
1778,438,Mikayla Clark,Co-Pilot,8,LIC82900,(645)267-5747,188900
1779,529,Dawn Powell,Flight Attendant,13,LIC02772,001-527-892-4142x33085,171876
1780,105,Whitney Holt,Pilot,27,LIC04870,092.003.8501,191527
1781,382,Jason Williams,Pilot,12,LIC72663,697.643.9006x055,33508
1782,1239,Cassandra Brown,Flight Attendant,9,LIC05939,257-360-0533x734,69744
1783,2265,Kevin Leonard,Pilot,15,LIC81731,492-182-3709x16261,50276
1784,151,Sean Fox,Flight Attendant,5,LIC17088,+1-991-476-9169x94153,196951
1785,1398,Michael Wood,Co-Pilot,15,LIC84456,895-859-2477,50701
1786,1794,Matthew Thompson,Pilot,2,LIC31575,(710)596-7396x39241,144341
1787,631,Summer Martinez,Flight Attendant,15,LIC21066,(260)497-8893,81018
1788,422,Kerry Scott,Flight Attendant,20,LIC97021,176.806.3284,121164
1789,646,Anthony Wilkinson,Co-Pilot,3,LIC31156,(835)680-3085x8336,82924
1790,1968,Lisa Thompson,Pilot,10,LIC17122,277-780-7906,57618
1791,207,Lonnie Allen,Flight Attendant,7,LIC49105,538-325-9498,143628
1792,834,Brandi Robbins,Pilot,10,LIC64962,001-783-961-0658x84400,159508
1793,1501,John Chen,Flight Attendant,26,LIC93533,(235)260-9497,163167
1794,226,Lauren Gardner,Pilot,10,LIC23680,001-788-293-5579x199,74800
1795,804,Dr. Thomas Taylor,Pilot,8,LIC23356,001-569-448-6941x9277,104554
1796,1827,John Turner PhD,Flight Attendant,13,LIC61049,(744)997-9717x057,67463
1797,1858,James Todd,Flight Attendant,21,LIC09517,957-432-2156x4372,194609
1798,2154,Denise Thomas,Pilot,2,LIC33388,+1-412-740-8872,53098
1799,516,Wesley Gomez,Pilot,12,LIC49083,001-511-664-3668x9305,189618
1800,1847,Caitlin Shaw,Co-Pilot,9,LIC21394,001-669-927-2994x534,104800
1801,187,Jesse Johnson,Flight Attendant,1,LIC39736,+1-096-451-4276x53714,147463
1802,2323,Timothy Pearson,Pilot,21,LIC30687,896.048.6677,78673
1803,1999,John Villarreal,Pilot,12,LIC95047,190-931-0707x804,166439
1804,648,John Frey,Flight Attendant,12,LIC97072,+1-639-114-7564x401,60525
1805,2066,Angelica Faulkner,Pilot,3,LIC99861,+1-087-072-1975x216,85585
1806,285,Jennifer Richardson,Pilot,24,LIC86987,001-785-947-7854x5091,51014
1807,1014,Amber Scott,Co-Pilot,8,LIC56079,266.242.9528x66106,119618
1808,650,Harold Cruz,Co-Pilot,13,LIC14705,001-030-530-9794x30324,166574
1809,1768,Spencer Howard,Flight Attendant,28,LIC52668,4039790354,141711
1810,2305,Steven Juarez,Flight Attendant,28,LIC50882,8073545323,56874
1811,1243,Evelyn Winters,Flight Attendant,17,LIC97999,8238098874,175648
1812,1968,Brandon Garner,Co-Pilot,20,LIC12335,(689)780-7658,82123
1813,2405,Justin Harrison,Co-Pilot,28,LIC29878,035-442-5155x1774,58505
1814,256,Steven Brown,Co-Pilot,10,LIC98280,001-614-905-7330x4960,132704
1815,1298,William Johnson,Pilot,15,LIC91339,523-754-4516,109435
1816,2382,James Wilson,Co-Pilot,24,LIC46681,+1-440-664-1530,179098
1817,1837,Patricia Williams,Co-Pilot,25,LIC91619,023-901-7319x3386,178473
1818,2045,Isaac Cunningham,Flight Attendant,9,LIC95179,(823)913-7615,141582
1819,2063,Grant Cross,Co-Pilot,18,LIC94174,+1-831-346-8274,93035
1820,179,Jonathan Rose,Co-Pilot,25,LIC93409,418-533-0078,83194
1821,1427,Timothy Holden,Pilot,8,LIC71200,634.057.8824x961,154343
1822,88,Joseph Moore,Co-Pilot,27,LIC60266,146.676.5218,146199
1823,2142,Albert Giles,Flight Attendant,14,LIC06943,7298228690,101153
1824,845,Dominic Branch,Pilot,11,LIC95117,(274)283-6658,107201
1825,28,Lori Hall,Co-Pilot,13,LIC18723,2339918302,62412
1826,2034,Allison Sosa,Co-Pilot,16,LIC51618,111-254-7619x99587,143646
1827,2123,Valerie Adams,Co-Pilot,14,LIC37988,3459501476,34471
1828,54,Stephanie Scott,Pilot,9,LIC56394,(623)442-6090x77630,146409
1829,321,Billy Scott,Pilot,9,LIC59780,4743828187,144206
1830,1796,Joseph Gonzales,Co-Pilot,19,LIC75448,405.954.5891,181922
1831,1254,Anthony Khan,Flight Attendant,5,LIC01842,(272)650-2223x499,181706
1832,1826,Chelsea Peterson,Co-Pilot,15,LIC25195,+1-894-903-7215x63155,44877
1833,332,Christine Miranda,Pilot,29,LIC72967,+1-798-846-1781x016,108505
1834,1718,Kristy Trujillo,Pilot,11,LIC14662,630.349.7775x040,110970
1835,317,Amanda Jarvis,Pilot,19,LIC38352,(775)591-2103,131581
1836,2149,Mrs. Kim Diaz,Flight Attendant,6,LIC12021,+1-912-182-7332x0956,42131
1837,2296,Jose Luna,Co-Pilot,10,LIC25173,(910)155-0872x92629,172208
1838,2003,Laura Price,Co-Pilot,16,LIC98664,001-931-653-7322x45253,115419
1839,221,Dr. Sean Walton DDS,Pilot,29,LIC46861,512.825.1835x64469,41110
1840,1363,Patrick Munoz,Co-Pilot,5,LIC32885,(811)354-2622x180,162516
1841,148,April Richardson,Flight Attendant,18,LIC18335,(768)042-1637x563,110544
1842,1923,John Branch,Flight Attendant,19,LIC80417,214.808.1214,146217
1843,1733,Rhonda Tyler,Co-Pilot,23,LIC43535,9554729058,156119
1844,478,Andrew Jones,Co-Pilot,10,LIC91523,186-331-8209x189,128316
1845,1824,Dr. Steven Ruiz,Co-Pilot,10,LIC26995,819-471-2436,188576
1846,1210,Jordan Haley,Co-Pilot,12,LIC70956,974.814.1674,61713
1847,170,Derek Fitzgerald,Co-Pilot,21,LIC27011,958-252-9512x6362,60373
1848,1827,Amy Short,Co-Pilot,3,LIC77517,+1-480-640-7157x632,182732
1849,1568,Timothy Barnes,Pilot,4,LIC41789,343-424-8968x95039,78308
1850,2486,Stacie Stanton,Pilot,22,LIC41493,329-349-2249x5169,50771
1851,301,Mr. George Bennett,Pilot,24,LIC39305,(170)369-5447,174999
1852,1878,Robert Lambert,Flight Attendant,12,LIC57331,894-693-0138x5161,110494
1853,2192,Michelle Miller,Flight Attendant,7,LIC53654,207-006-0169,182324
1854,523,Maria Bullock,Flight Attendant,12,LIC35885,(085)163-9003,84748
1855,1510,Andrew Campbell,Flight Attendant,3,LIC79680,(352)924-6178x449,61559
1856,822,Tanner Wright,Pilot,18,LIC02354,(114)765-6418x88221,92896
1857,195,Patricia Duncan,Co-Pilot,19,LIC11575,895.866.2572x869,188097
1858,466,Valerie French,Co-Pilot,5,LIC48282,451-867-7574x4662,83405
1859,100,Brent Hebert,Co-Pilot,14,LIC24988,475-067-0100,157373
1860,116,Larry Cox,Flight Attendant,23,LIC44849,(537)481-2533x92257,101735
1861,380,Jessica Hunt,Pilot,8,LIC18081,507.362.0136x8562,47480
1862,1619,Summer Thomas,Co-Pilot,22,LIC14581,2688057158,47353
1863,2111,James Warner,Flight Attendant,15,LIC00289,716-064-6341x714,91018
1864,2180,William Moore,Flight Attendant,16,LIC27023,387-951-7402,158706
1865,1272,Angela Moore,Flight Attendant,29,LIC56689,001-365-513-2019x47381,119471
1866,2443,Randy Green,Co-Pilot,18,LIC77623,+1-625-762-0814x55693,174119
1867,1435,Christopher Miller,Pilot,11,LIC80860,837-331-8407x198,178250
1868,1903,David Graham,Co-Pilot,2,LIC30119,(968)577-6424x468,46082
1869,1452,Ronald Harris,Pilot,10,LIC92306,+1-057-371-1549x29563,142254
1870,1967,Jason Conrad,Pilot,11,LIC47462,042.580.9362x81341,67958
1871,2423,Laura Valdez,Co-Pilot,5,LIC79840,9422255237,74637
1872,844,Jack Wiley,Co-Pilot,27,LIC36884,001-259-411-5715x33721,125847
1873,298,Mark Hernandez,Flight Attendant,21,LIC50619,302-591-1606,77548
1874,296,Sherry Hernandez,Flight Attendant,17,LIC32705,270.160.5783x557,37364
1875,115,Chad Garcia,Co-Pilot,1,LIC26094,+1-474-643-7539x405,192999
1876,1909,Danielle Jennings,Co-Pilot,25,LIC84460,1555396068,107247
1877,1827,Daniel Ayers,Pilot,14,LIC29554,254-591-2076,113240
1878,2457,Jessica Nunez,Pilot,15,LIC75414,(219)155-4246x84649,66227
1879,1026,Cory Tucker,Flight Attendant,7,LIC75043,935-630-6308x204,163441
1880,786,David Beck,Pilot,8,LIC49552,974-196-4115,48852
1881,35,David White,Co-Pilot,28,LIC91107,+1-472-609-8958x48727,73553
1882,1801,Kelly Walsh,Pilot,16,LIC43210,754-194-6441x35632,121769
1883,2443,Ashley Thomas,Pilot,13,LIC70057,(188)017-2279,172641
1884,1091,Daniel Taylor,Pilot,5,LIC58582,001-609-502-8821,50421
1885,361,Steven Perry,Co-Pilot,3,LIC55583,+1-718-565-4242x048,177801
1886,294,Jacob Bowers,Flight Attendant,13,LIC96324,256.449.9885x845,192506
1887,1227,Michael Schneider,Pilot,19,LIC84068,705.058.2576,123993
1888,955,Sergio Waller,Co-Pilot,12,LIC71130,582-903-7526x01890,80816
1889,2345,Shawn Aguilar,Pilot,19,LIC98514,(335)831-0200x107,83025
1890,1816,Paul Moore,Pilot,17,LIC77704,001-234-410-8302x2818,145337
1891,946,April Nixon,Co-Pilot,11,LIC63911,6667071650,68148
1892,261,Andrea Campbell,Pilot,27,LIC66435,578.425.8740x548,70619
1893,1542,James Ramos,Co-Pilot,3,LIC22863,001-824-927-8860x571,57282
1894,1801,Kimberly Williams,Flight Attendant,29,LIC50063,+1-905-080-9516x8845,195752
1895,1417,Don Stephens,Pilot,2,LIC58675,001-468-209-1535,126673
1896,402,James Garcia,Co-Pilot,24,LIC02537,(598)002-1349x75639,135500
1897,336,Michael Ward,Pilot,26,LIC22721,(432)691-8848x205,107413
1898,2077,Matthew Williams,Pilot,14,LIC51104,808-891-3870x955,92926
1899,1843,Samantha Miller,Pilot,26,LIC08838,7556684657,185506
1900,1962,Cassie Perez,Co-Pilot,22,LIC72118,299-638-2617,92205
1901,844,Jeremy Vargas,Co-Pilot,21,LIC54359,523-331-9020,89153
1902,1641,Katie Garrison,Co-Pilot,17,LIC23391,871.779.4680,169130
1903,45,Cathy Carter,Flight Attendant,2,LIC62008,001-639-237-6739x870,68448
1904,1125,Kristin Marshall,Pilot,18,LIC15965,001-792-449-4391x699,180716
1905,1250,Nancy Hopkins,Co-Pilot,23,LIC09468,619-301-1949x54033,97648
1906,2467,Paul Hardin,Pilot,15,LIC38030,(584)312-3459,71635
1907,616,Sabrina Riley,Pilot,12,LIC09241,+1-723-798-1498x840,93711
1908,2310,John Howard,Pilot,16,LIC25303,001-768-926-7021x2241,194315
1909,765,Miss Kimberly Sullivan,Co-Pilot,16,LIC34495,261-537-1807x995,30325
1910,1701,John Lawrence,Flight Attendant,7,LIC93464,0854457786,144236
1911,2340,Gregory Wilcox,Flight Attendant,6,LIC48385,200.072.7617,115183
1912,1480,Susan Frank,Flight Attendant,14,LIC93749,(792)416-6016x8842,70807
1913,534,Henry Morris,Flight Attendant,8,LIC60646,001-859-295-5284x821,111353
1914,1093,Sara Brown,Co-Pilot,20,LIC53553,+1-815-950-7685x921,50637
1915,1605,Christopher Stevens,Flight Attendant,25,LIC58513,+1-003-179-6228x26566,136439
1916,1270,Nicole Robbins,Flight Attendant,24,LIC29513,8469836859,94843
1917,575,Jonathan Escobar,Co-Pilot,19,LIC05932,469-110-8421,63424
1918,237,Rhonda Short,Co-Pilot,19,LIC51248,(059)809-3110x247,32210
1919,2411,Maria Kirby,Pilot,28,LIC75422,387-499-6246x269,123357
1920,531,Kurt Pittman,Pilot,12,LIC84793,683-972-0527x6673,192923
1921,1253,Melissa Rogers,Flight Attendant,9,LIC43966,(766)665-9575x08877,104628
1922,1533,John Roberts,Pilot,9,LIC14674,+1-481-648-6438x857,70236
1923,2430,Peter Swanson,Co-Pilot,29,LIC53500,(520)613-1660,75386
1924,127,Nicole Evans,Pilot,27,LIC30526,(558)149-9485x275,160105
1925,658,Christian Lynn,Pilot,5,LIC76766,(905)517-4979x25510,197773
1926,1865,Ashley Mills,Co-Pilot,26,LIC54632,358-087-2672x1352,86507
1927,1138,Brianna Johnson,Flight Attendant,14,LIC80815,990.794.1783x15060,89831
1928,2291,Amber Vega,Pilot,1,LIC55943,743-573-2559x947,153923
1929,1169,Randy Hess,Pilot,3,LIC13252,(980)586-2045x033,73543
1930,1697,Nichole Horton,Flight Attendant,11,LIC87303,(954)925-0075x970,140170
1931,2487,Joyce Hart,Pilot,21,LIC91861,7285665853,94450
1932,2456,Cassandra Hernandez,Flight Attendant,4,LIC57774,+1-144-192-4934x894,125795
1933,1731,Jesus Garrison,Co-Pilot,20,LIC41821,(195)283-5984x9764,79801
1934,1189,Kenneth Olsen,Co-Pilot,1,LIC09857,(059)313-2736,51144
1935,1199,Sarah Vaughan,Flight Attendant,6,LIC70908,(140)702-2291x0559,115211
1936,1381,Robert Daugherty,Co-Pilot,28,LIC84217,001-277-826-9229x4555,151809
1937,2418,Tiffany Singleton,Co-Pilot,10,LIC33692,809-996-8751x3524,90265
1938,1576,Miguel Tucker,Co-Pilot,27,LIC50427,(352)505-1818x2152,97584
1939,1166,Todd Bruce,Co-Pilot,4,LIC64165,9250076349,127747
1940,770,Daniel Mitchell,Co-Pilot,17,LIC59244,+1-116-358-2264,91422
1941,1191,Kyle Turner,Co-Pilot,26,LIC68212,967-655-2030x33757,57672
1942,1343,Tracy Allen,Pilot,22,LIC09995,127-538-9727x4478,100859
1943,1655,Adam Bird,Pilot,21,LIC04750,001-006-280-3901x047,162966
1944,658,Craig Rosario,Pilot,5,LIC34175,847-806-4212,161053
1945,1886,Eric Williams,Co-Pilot,2,LIC16696,3565836353,166392
1946,989,Tina Robertson,Pilot,1,LIC05436,448-545-1634x858,197816
1947,1078,Lauren Hall,Flight Attendant,16,LIC65157,(034)124-3333x96199,174297
1948,122,Connie Green,Flight Attendant,7,LIC08516,001-900-028-9793,143512
1949,2215,Frank Patterson,Flight Attendant,21,LIC27042,001-696-388-5887,58125
1950,834,Jason Martin,Pilot,3,LIC61077,+1-953-449-3215x59842,148063
1951,1679,Charles Rush,Co-Pilot,14,LIC12728,999-033-5565,156902
1952,2070,Nicholas Santos,Flight Attendant,22,LIC31076,(244)938-2276,167959
1953,1300,Justin Campbell,Pilot,19,LIC59534,(742)080-2251x539,152587
1954,1885,Emily Hartman,Pilot,16,LIC52291,+1-969-509-1674x83261,93448
1955,1963,Alejandro Kramer,Co-Pilot,22,LIC87265,(208)568-4106x5672,38145
1956,408,Victoria Hawkins,Co-Pilot,6,LIC75695,(538)762-5979x1060,123719
1957,482,Sara Blair,Pilot,25,LIC88642,855.885.8531,50561
1958,2347,Jill Watson,Co-Pilot,24,LIC07365,001-828-393-5732x9711,194442
1959,2325,James Ibarra,Co-Pilot,1,LIC33140,6647389293,115675
1960,2370,Tara Kennedy,Co-Pilot,7,LIC84671,001-660-687-8364,151378
1961,2163,Brian Jackson,Co-Pilot,11,LIC54400,402-641-5290,193361
1962,2320,Joshua Simmons,Co-Pilot,25,LIC28560,+1-564-638-7543,181525
1963,1460,Taylor Cox,Pilot,18,LIC41677,+1-143-107-4122x7309,118240
1964,1893,Jared Hayes,Flight Attendant,9,LIC94958,001-229-202-2304x857,77759
1965,2312,William Freeman,Pilot,22,LIC91212,972-680-5941,68102
1966,2298,Dr. Julie Smith,Pilot,3,LIC94312,001-897-472-6273x9217,104715
1967,1486,Bonnie Sims,Pilot,24,LIC43897,+1-869-896-3614,138811
1968,2487,Patrick White,Pilot,23,LIC93933,+1-544-146-0054x70182,181690
1969,1490,Alan Cunningham,Pilot,28,LIC78404,037.513.7920x6238,65886
1970,1082,John Robinson,Co-Pilot,8,LIC49040,6387375139,31083
1971,2053,Nina Morrison,Flight Attendant,8,LIC88561,255-811-2610,155488
1972,1901,Thomas Parks,Co-Pilot,23,LIC69374,+1-635-572-7294x817,88999
1973,1822,Jennifer Moore,Flight Attendant,1,LIC99110,+1-171-629-4359,136535
1974,265,Ryan Holt,Pilot,29,LIC97216,124-900-2655x7179,141961
1975,1273,Jared Martin,Pilot,10,LIC35168,001-584-054-4338,195190
1976,2143,Caleb Johnson,Pilot,15,LIC31248,389.388.9505,179450
1977,1887,Andrew Schmitt,Pilot,10,LIC67228,(728)798-4185,151268
1978,1833,Lori Lee,Pilot,26,LIC62380,867-297-3594x98238,175212
1979,697,Stephanie Costa,Pilot,8,LIC94243,(207)917-3265x60807,122565
1980,1481,James Adams,Pilot,21,LIC10012,001-182-889-1357x6370,112663
1981,741,Evelyn Gibson,Flight Attendant,29,LIC12278,(121)340-5879x81251,66050
1982,2365,Derek Melendez,Pilot,2,LIC17336,(834)847-9069x641,83285
1983,774,Susan Trevino,Pilot,18,LIC96846,(071)175-3206,167683
1984,119,Michael Tucker,Pilot,2,LIC55549,315-705-6801,73324
1985,1770,Carl Garcia,Flight Attendant,25,LIC95583,001-352-336-1699x30031,88450
1986,2250,Robert Hardy,Flight Attendant,21,LIC58179,448-101-6640x115,82579
1987,2365,Travis Price,Pilot,19,LIC49293,380-604-5963x319,153509
1988,1268,Joel Brown,Co-Pilot,22,LIC71740,(815)720-4614,91978
1989,1118,Mrs. Michelle Brady,Flight Attendant,9,LIC58628,+1-494-164-7089,197825
1990,813,Deborah Kelly,Pilot,27,LIC57969,001-991-856-7573x470,52140
1991,38,Patricia Frye,Flight Attendant,25,LIC97306,139.395.5397,69209
1992,2461,Anthony Nelson,Co-Pilot,25,LIC86901,+1-415-815-8818,169048
1993,243,Nicole Brown,Pilot,27,LIC88505,577-057-4152x51130,181609
1994,1388,Michelle Walter,Flight Attendant,10,LIC98530,001-126-994-7999x68138,193111
1995,1999,Jessica King,Co-Pilot,27,LIC57406,001-841-688-7464x380,88826
1996,855,Robert Stevenson,Flight Attendant,4,LIC04475,031-868-4817,158630
1997,2249,Cynthia Levine,Flight Attendant,21,LIC62406,264-208-9086x0117,51877
1998,2355,David Grant,Pilot,28,LIC06136,+1-177-248-9876,164205
1999,1798,Donna Ross,Pilot,1,LIC41542,954.331.6383,172781
2000,175,Randall Elliott,Flight Attendant,11,LIC41722,301.500.0039,32134
2001,1713,Rick Anderson,Co-Pilot,26,LIC76130,996.381.7704x90419,194450
2002,672,Donna Cortez,Pilot,22,LIC68296,973.491.3751,88491
2003,694,Karen Bennett,Flight Attendant,2,LIC03311,+1-084-338-1427,52501
2004,548,James Diaz,Flight Attendant,23,LIC14412,001-236-207-5656x256,193803
2005,1881,Gabriella Mcdonald,Pilot,4,LIC11125,+1-670-757-8576x30362,160566
2006,1123,Edward Rodriguez,Pilot,15,LIC59946,+1-999-706-7729x262,149429
2007,273,Paul Harrell,Flight Attendant,20,LIC63220,(898)477-2105x01144,56906
2008,784,Julia Williams,Pilot,25,LIC61952,+1-485-062-9340x23935,196401
2009,1210,Christopher Mejia,Flight Attendant,13,LIC41267,996.655.1053,118965
2010,940,Jane Underwood,Co-Pilot,1,LIC44955,6013125807,63596
2011,452,Ronnie Hampton,Pilot,22,LIC86616,863-676-1895x5182,179151
2012,1529,Bianca Rodriguez,Pilot,2,LIC96352,(015)320-1539,73233
2013,94,Sarah Burns,Flight Attendant,6,LIC06017,(814)624-4033x33619,183230
2014,1331,Mary Richards,Pilot,7,LIC88763,8442802553,66233
2015,1762,Brad Willis,Co-Pilot,19,LIC86391,188.300.3755x69574,195129
2016,1889,Joel Rogers,Flight Attendant,4,LIC83354,(051)054-3532x839,158287
2017,954,Erika Murphy,Co-Pilot,18,LIC65470,665.262.1669,199251
2018,2222,Thomas Choi,Co-Pilot,23,LIC68940,(079)538-3984,57967
2019,1097,Tonya Crawford,Co-Pilot,9,LIC68981,(872)090-4569x25068,112392
2020,1169,Alexis Smith,Co-Pilot,21,LIC10324,+1-534-558-3949x9398,134846
2021,908,Erika Patterson,Flight Attendant,11,LIC65909,088-391-3336x46336,106303
2022,1688,Patrick Wright,Pilot,5,LIC45775,664-728-0732x91199,31896
2023,2104,Mr. Derek Evans DDS,Co-Pilot,25,LIC75127,+1-124-045-8812,180610
2024,634,Kristin Garcia,Co-Pilot,24,LIC29249,418-668-7267x322,88233
2025,2292,Chad Lewis,Flight Attendant,1,LIC61403,001-279-731-8288,172763
2026,204,Nicole Wilson,Co-Pilot,2,LIC33708,(951)107-0420x4074,113531
2027,16,Cody Kelly,Co-Pilot,23,LIC09994,335-160-5825x9538,183890
2028,126,Mary York,Co-Pilot,3,LIC05899,(636)565-4886x64379,181932
2029,1902,Lauren Marshall,Co-Pilot,22,LIC90797,(123)886-3950x46754,193178
2030,1579,Cynthia Meza,Pilot,17,LIC05568,(711)704-5193x394,54761
2031,79,Destiny Martinez,Co-Pilot,24,LIC95468,(777)345-1709,197173
2032,789,Susan Baker,Flight Attendant,2,LIC84265,5720861965,33213
2033,1403,Carly Saunders,Pilot,1,LIC94629,(839)076-5313x1987,148703
2034,2312,Jordan Lewis,Flight Attendant,2,LIC07762,236.562.2399x531,145979
2035,2353,Kirk Gardner,Pilot,8,LIC32344,323.671.8774x9878,59676
2036,1512,Michael Wright,Pilot,13,LIC17505,001-534-080-9021x58216,41240
2037,125,Lee Wade,Co-Pilot,26,LIC93800,0645974219,152737
2038,618,Jesse Dawson MD,Co-Pilot,14,LIC88195,+1-457-524-0296x824,175978
2039,742,Charles Michael,Flight Attendant,21,LIC69209,(857)581-8735,128065
2040,81,Tracy Cantu,Pilot,12,LIC66738,8098739841,115022
2041,1645,Dominic Baker,Pilot,9,LIC95723,970-129-8780x26151,181074
2042,175,Parker Moore,Co-Pilot,28,LIC82604,+1-471-006-8990x864,50227
2043,676,Austin Lynn,Pilot,19,LIC59727,886.781.6068x4164,146332
2044,348,Jonathan Murphy,Co-Pilot,24,LIC86784,(046)930-2243,30654
